,Name,Value (€)
117,Nat Phillips,4000000.0
118,Rhys Williams,2000000.0
119,Jarell Quansah,400000.0
120,Luke Chambers,300000.0
121,Andrew Robertson,40000000.0
122,Konstantinos Tsimikas,18000000.0
123,Trent Alexander-Arnold,65000000.0
124,Calvin Ramsay,5000000.0
125,Fabinho,42000000.0
126,Stefan Bajcetic,13000000.0
127,Jordan Henderson,10000000.0
128,Curtis Jones,22000000.0
129,Thiago Alcántara,15000000.0
130,Arthur Melo,15000000.0
131,Naby Keïta,12000000.0
132,Alex Oxlade-Chamberlain,7000000.0
133,James Milner,1500000.0
134,Bobby Clark,350000.0
135,Jake Cain,200000.0
136,Harvey Elliott,35000000.0
137,Fábio Carvalho,16000000.0
138,Luis Díaz,75000000.0
139,Cody Gakpo,55000000.0
140,Diogo Jota,50000000.0
141,Mohamed Salah,65000000.0
142,Darwin Núñez,65000000.0
143,Roberto Firmino,18000000.0
144,Hugo Lloris,3000000.0
145,Fraser Forster,1500000.0
146,Alfie Whiteman,500000.0
147,Brandon Austin,300000.0
148,Cristian Romero,60000000.0
149,Eric Dier,18000000.0
150,Davinson Sánchez,15000000.0
151,Ben Davies,15000000.0
152,Clément Lenglet,10000000.0
153,Japhet Tanganga,7000000.0
154,Ryan Sessegnon,18000000.0
155,Djed Spence,10000000.0
156,Pedro Porro,40000000.0
157,Emerson Royal,20000000.0
158,Matt Doherty,5000000.0
159,Pierre-Emile Højbjerg,45000000.0
160,Rodrigo Bentancur,40000000.0
161,Yves Bissouma,18000000.0
162,Oliver Skipp,15000000.0
163,Harvey White,600000.0
164,Pape Matar Sarr,15000000.0
165,Dejan Kulusevski,50000000.0
166,Alfie Devine,900000.0
167,Heung-min Son,50000000.0
168,Arnaut Danjuma,25000000.0
169,Bryan Gil,15000000.0
170,Ivan Perišić,7000000.0
171,Romaine Mundle,300000.0
172,Lucas Moura,6000000.0
173,Harry Kane,90000000.0
174,Richarlison,48000000.0
175,Dean Henderson,18000000.0
176,David de Gea,13000000.0
177,Matej Kovar,1800000.0
178,Martin Dúbravka,1500000.0
179,Jack Butland,1500000.0
180,Tom Heaton,500000.0
181,Nathan Bishop,300000.0
182,Radek Vítek,150000.0
183,Lisandro Martínez,50000000.0
184,Raphaël Varane,35000000.0
185,Harry Maguire,20000000.0
186,Victor Lindelöf,18000000.0
187,Axel Tuanzebe,4500000.0
188,Teden Mengi,2000000.0
189,Phil Jones,1500000.0
190,Luke Shaw,42000000.0
191,Tyrell Malacia,22000000.0
192,Brandon Williams,7000000.0
193,Álvaro Carreras,7000000.0
194,Diogo Dalot,40000000.0
195,Aaron Wan-Bissaka,25000000.0
196,Casemiro,40000000.0
197,James Garner,14000000.0
198,Scott McTominay,25000000.0
199,Marcel Sabitzer,20000000.0
200,Fred,20000000.0
201,Donny van de Beek,13000000.0
202,Zidane Iqbal,1000000.0
203,Kobbie Mainoo,800000.0
204,Bruno Fernandes,75000000.0
205,Christian Eriksen,22000000.0
206,Hannibal,8000000.0
207,Marcus Rashford,80000000.0
208,Jadon Sancho,45000000.0
209,Alejandro Garnacho,25000000.0
210,Shola Shoretire,4000000.0
211,Antony,60000000.0
212,Amad Diallo,18000000.0
213,Anthony Elanga,18000000.0
214,Facundo Pellistri,6000000.0
215,Cristiano Ronaldo,15000000.0
216,Anthony Martial,15000000.0
217,Wout Weghorst,12000000.0
218,Charlie McNeill,200000.0
219,Nick Pope,20000000.0
220,Loris Karius,1200000.0
221,Karl Darlow,1000000.0
222,Mark Gillespie,300000.0
223,Sven Botman,45000000.0
224,Fabian Schär,10000000.0
225,Dan Burn,10000000.0
226,Jamaal Lascelles,4500000.0
227,Federico Fernández,700000.0
228,Ciaran Clark,600000.0
229,Kell Watts,300000.0
230,Matt Targett,13000000.0
231,Jamal Lewis,6000000.0
232,Paul Dummett,1000000.0
233,Kieran Trippier,11000000.0
234,Emil Krafth,3000000.0
235,Javier Manquillo,2500000.0
236,Harrison Ashby,1000000.0
237,Isaac Hayden,3500000.0
238,Bruno Guimarães,70000000.0
239,Joelinton,42000000.0
240,Joe Willock,38000000.0
241,Sean Longstaff,25000000.0
242,Elliot Anderson,8000000.0
243,Jonjo Shelvey,5000000.0
244,Jeff Hendrick,1500000.0
245,Matty Longstaff,1000000.0
246,Matt Ritchie,1000000.0
247,Anthony Gordon,35000000.0
248,Allan Saint-Maximin,32000000.0
249,Ryan Fraser,6000000.0
250,Miguel Almirón,32000000.0
251,Jacob Murphy,15000000.0
252,Alexander Isak,70000000.0
253,Callum Wilson,16000000.0
254,Chris Wood,8000000.0
255,Keylor Navas,4000000.0
256,Wayne Hennessey,400000.0
257,Jordan Smith,250000.0
258,Adnan Kanuric,150000.0
259,Moussa Niakhaté,18000000.0
260,Loïc Badé,12000000.0
261,Joe Worrall,12000000.0
262,Scott McKenna,10000000.0
263,Giulian Biancone,6000000.0
264,Jonathan Panzo,3000000.0
265,Willy Boly,2500000.0
266,Loïc Mbe Soh,2000000.0
267,Felipe,2000000.0
268,Steve Cook,1800000.0
269,Aaron Donnelly,400000.0
270,Zach Abbott,250000.0
271,Neco Williams,20000000.0
272,Renan Lodi,20000000.0
273,Omar Richards,5000000.0
274,Harry Toffolo,3500000.0
275,Serge Aurier,8000000.0
276,Danilo,15000000.0
277,Orel Mangala,16000000.0
278,Cheikhou Kouyaté,2000000.0
279,Jack Colback,600000.0
280,Ryan Yates,11000000.0
281,Lewis O'Brien,8000000.0
282,Remo Freuler,8000000.0
283,Cafú,600000.0
284,Harry Arter,400000.0
285,Oliver Hammond,250000.0
286,Alex Gibson-Hammond,150000.0
287,Morgan Gibbs-White,40000000.0
288,Gustavo Scarpa,10000000.0
289,Jesse Lingard,8000000.0
290,Alex Mighten,600000.0
291,Brennan Johnson,38000000.0
292,Josh Bowler,1800000.0
293,Taiwo Awoniyi,25000000.0
294,Emmanuel Dennis,8000000.0
295,Sam Surridge,5000000.0
296,André Ayew,1800000.0
297,Dale Taylor,500000.0
298,Lyle Taylor,300000.0
299,Sam Johnstone,6000000.0
300,Vicente Guaita,1000000.0
301,Joe Whitworth,900000.0
302,Remi Matthews,350000.0
303,Owen Goodman,150000.0
304,Marc Guéhi,35000000.0
305,Joachim Andersen,30000000.0
306,Chris Richards,10000000.0
307,Nathan Ferguson,1200000.0
308,James Tomkins,800000.0
309,Kofi Balmer,200000.0
310,Tyrick Mitchell,22000000.0
311,Tayo Adaramola,1500000.0
312,Nathaniel Clyne,2000000.0
313,Joel Ward,1200000.0
314,David Boateng,50000.0
315,Cheick Doucouré,35000000.0
316,Jaïro Riedewald,3000000.0
317,Luka Milivojevic,2000000.0
318,Kaden Rodney,250000.0
319,Naouirou Ahamada,10000000.0
320,Will Hughes,5000000.0
321,James McArthur,400000.0
322,Jack Wells-Morrison,300000.0
323,Killian Phillips,150000.0
324,Jeffrey Schlupp,7000000.0
325,Eberechi Eze,40000000.0
326,Wilfried Zaha,22000000.0
327,John-Kymani Gordon,100000.0
328,Michael Olise,38000000.0
329,Malcolm Ebiowei,3000000.0
330,Odsonne Édouard,15000000.0
331,Jean-Philippe Mateta,7000000.0
332,Jordan Ayew,5000000.0
333,Luke Plange,1000000.0
334,Emiliano Martínez,28000000.0
335,Robin Olsen,1500000.0
336,Jed Steer,500000.0
337,Viljami Sinisalo,500000.0
338,Oliwier Zych,50000.0
339,Ezri Konsa,25000000.0
340,Tyrone Mings,22000000.0
341,Diego Carlos,20000000.0
342,Jan Bednarek,14000000.0
343,Calum Chambers,8000000.0
344,Kortney Hause,2200000.0
345,Josh Feeney,300000.0
346,Sil Swinkels,150000.0
347,Álex Moreno,15000000.0
348,Lucas Digne,15000000.0
349,Ludwig Augustinsson,2500000.0
350,Matty Cash,25000000.0
351,Ashley Young,600000.0
352,Boubacar Kamara,30000000.0
353,Leander Dendoncker,15000000.0
354,Marvelous Nakamba,4000000.0
355,Lamare Bogarde,450000.0
356,Jacob Ramsey,42000000.0
357,Douglas Luiz,40000000.0
358,John McGinn,27000000.0
359,Morgan Sanson,6000000.0
360,Tim Iroegbunam,5000000.0
361,Emiliano Buendía,28000000.0
362,Philippe Coutinho,10000000.0
363,Jaden Philogene,2800000.0
364,Leon Bailey,28000000.0
365,Bertrand Traoré,12000000.0
366,Ollie Watkins,40000000.0
367,Danny Ings,12000000.0
368,Cameron Archer,12000000.0
369,Jhon Durán,12000000.0
370,Keinan Davis,3000000.0
371,Robert Sánchez,22000000.0
372,Jason Steele,4000000.0
373,Tom McGill,600000.0
374,Levi Colwill,30000000.0
375,Adam Webster,25000000.0
376,Lewis Dunk,16000000.0
377,Jan Paul van Hecke,5000000.0
378,Ed Turns,350000.0
379,Antef Tsoungui,250000.0
380,Odeluga Offiah,200000.0
381,Pervis Estupiñán,32000000.0
382,Haydon Roberts,700000.0
383,James Furlong,275000.0
384,Imari Samuels,150000.0
385,Tariq Lamptey,12000000.0
386,Joël Veltman,10000000.0
387,Moisés Caicedo,75000000.0
388,Jack Hinchy,100000.0
389,Alexis Mac Allister,65000000.0
390,Jakub Moder,10000000.0
391,Pascal Groß,8000000.0
392,Yasin Ayari,6000000.0
393,Steven Alzate,4000000.0
394,Taylor Richards,400000.0
395,Jack Spong,150000.0
396,Julio Enciso,22000000.0
397,Facundo Buonanotte,12000000.0
398,Adam Lallana,1200000.0
399,Andrew Moran,300000.0
400,Kaoru Mitoma,32000000.0
401,Jeremy Sarmiento,5000000.0
402,Cameron Peupion,125000.0
403,Solly March,22000000.0
404,Evan Ferguson,30000000.0
405,Neal Maupay,10000000.0
406,Deniz Undav,10000000.0
407,Danny Welbeck,7000000.0
408,Aaron Connolly,4000000.0
409,Neto,2500000.0
410,Mark Travers,2000000.0
411,Darren Randolph,400000.0
412,Will Dennis,150000.0
413,Cameron Plain,100000.0
414,Marcos Senesi,22000000.0
415,Ilya Zabarnyi,20000000.0
416,Lloyd Kelly,18000000.0
417,Chris Mepham,8000000.0
418,Jack Stephens,3500000.0
419,James Hill,1000000.0
420,Matías Viña,8000000.0
421,Jordan Zemura,6000000.0
422,Ben Greenwood,100000.0
423,Jack Stacey,2000000.0
424,Ryan Fredericks,1500000.0
425,Adam Smith,1200000.0
426,Brooklyn Genesini,50000.0
427,Jefferson Lerma,20000000.0
428,Jack Wadham,100000.0
429,Philip Billing,20000000.0
430,Lewis Cook,10000000.0
431,Ryan Christie,10000000.0
432,Joe Rothwell,4000000.0
433,Ben Pearson,2200000.0
434,Gavin Kilkenny,400000.0
435,Marcus Tavernier,17000000.0
436,Emiliano Marcondes,1500000.0
437,Hamed Traoré,22000000.0
438,Jaidon Anthony,9000000.0
439,Siriki Dembélé,2000000.0
440,Junior Stanislas,500000.0
441,Dango Ouattara,25000000.0
442,David Brooks,12000000.0
443,Antoine Semenyo,9000000.0
444,Dominic Sadi,100000.0
445,Dominic Solanke,20000000.0
446,Kieffer Moore,4000000.0
447,Jamal Lowe,1500000.0
448,Christian Saydee,400000.0
449,David Raya,30000000.0
450,Thomas Strakosha,3500000.0
451,Matthew Cox,500000.0
452,Ellery Balcombe,300000.0
453,Kristoffer Ajer,16000000.0
454,Ethan Pinnock,14000000.0
455,Mads Bech Sørensen,2500000.0
456,Pontus Jansson,2500000.0
457,Ben Mee,2000000.0
458,Zanka,1500000.0
459,Charlie Goode,600000.0
460,Tristan Crama,100000.0
461,Rico Henry,28000000.0
462,Aaron Hickey,25000000.0
463,Mads Roerslev,6000000.0
464,Fin Stevens,300000.0
465,Vitaly Janelt,20000000.0
466,Christian Nørgaard,16000000.0
467,Mathias Jensen,22000000.0
468,Josh Dasilva,16000000.0
469,Frank Onyeka,8000000.0
470,Shandon Baptiste,3000000.0
471,Yegor Yarmolyuk,400000.0
472,Ryan Trevitt,100000.0
473,Keane Lewis-Potter,12000000.0
474,Mikkel Damsgaard,13000000.0
475,Saman Ghoddos,2000000.0
476,Alex Gilbert,100000.0
477,Kevin Schade,25000000.0
478,Sergi Canós,9000000.0
479,Tariqe Fosu,1800000.0
480,Bryan Mbeumo,35000000.0
481,Ivan Toney,35000000.0
482,Yoane Wissa,18000000.0
483,Halil Dervişoğlu,2000000.0
484,Jordan Pickford,22000000.0
485,Asmir Begovic,800000.0
486,Eldin Jakupović,200000.0
487,Andy Lonergan,150000.0
488,James Tarkowski,18000000.0
489,Ben Godfrey,13000000.0
490,Conor Coady,12000000.0
491,Michael Keane,10000000.0
492,Yerry Mina,10000000.0
493,Mason Holgate,9000000.0
494,Jean-Philippe Gbamin,4800000.0
495,Reece Welch,500000.0
496,Vitaliy Mykolenko,25000000.0
497,Nathan Patterson,16000000.0
498,Séamus Coleman,1000000.0
499,Kyle John,150000.0
500,Amadou Onana,45000000.0
501,Allan,6000000.0
502,Idrissa Gueye,5000000.0
503,André Gomes,16000000.0
504,Tom Davies,9000000.0
505,Lewis Warrington,500000.0
506,Isaac Price,400000.0
507,Rúben Vinagre,4000000.0
508,Abdoulaye Doucouré,12000000.0
509,Dele Alli,8000000.0
510,Alex Iwobi,28000000.0
511,Dwight McNeil,20000000.0
512,Demarai Gray,20000000.0
513,Andros Townsend,1500000.0
514,Stanley Mills,150000.0
515,Dominic Calvert-Lewin,25000000.0
516,Tom Cannon,5000000.0
517,Ellis Simms,4000000.0
518,Salomón Rondón,2000000.0
519,Bernd Leno,12000000.0
520,Paulo Gazzaniga,3000000.0
521,Marek Rodák,3000000.0
522,George Wickens,250000.0
523,Issa Diop,18000000.0
524,Tosin Adarabioyo,16000000.0
525,Shane Duffy,2000000.0
526,Tim Ream,1000000.0
527,Connor McAvoy,250000.0
528,Antonee Robinson,15000000.0
529,Layvin Kurzawa,3000000.0
530,Joe Bryan,2200000.0
531,Stefan Parkes,150000.0
532,Kenny Tete,15000000.0
533,Kevin Mbabu,3500000.0
534,Marlon Fossey,2500000.0
535,Steven Sessegnon,800000.0
536,Luciano D'Auria-Henry,150000.0
537,João Palhinha,40000000.0
538,Nathaniel Chalobah,1800000.0
539,Adrion Pajaziti,200000.0
540,Harrison Reed,18000000.0
541,Saša Lukić,12000000.0
542,Tom Cairney,2000000.0
543,Josh Onomah,1500000.0
544,Tyrese Francois,500000.0
545,Andreas Pereira,18000000.0
546,Bobby De Cordova-Reid,7000000.0
547,Luke Harris,500000.0
548,Kristian Sekularac,150000.0
549,Manor Solomon,18000000.0
550,Willian,3000000.0
551,Neeskens Kebano,2000000.0
552,Ollie O'Neill,250000.0
553,Martial Godo,100000.0
554,Harry Wilson,16000000.0
555,Daniel James,12000000.0
556,Anthony Knockaert,900000.0
557,Aleksandar Mitrović,28000000.0
558,Carlos Vinícius,6000000.0
559,Rodrigo Muniz,5000000.0
560,Jay Stansfield,1200000.0
561,Terry Ablade,200000.0
562,Alphonse Areola,8000000.0
563,Lukasz Fabianski,900000.0
564,Nathan Trott,400000.0
565,Krisztián Hegyi,250000.0
566,Joseph Anang,100000.0
567,Nayef Aguerd,35000000.0
568,Kurt Zouma,22000000.0
569,Thilo Kehrer,18000000.0
570,Craig Dawson,2000000.0
571,Angelo Ogbonna,900000.0
572,Jamal Baptiste,250000.0
573,Emerson,12000000.0
574,Aaron Cresswell,1200000.0
575,Oliver Scarles,200000.0
576,Ben Johnson,10000000.0
577,Vladimír Coufal,9000000.0
578,Tomáš Souček,35000000.0
579,Flynn Downes,9000000.0
580,Conor Coventry,1800000.0
581,Pierre Ekwah,500000.0
582,Keenan Appiah-Forson,300000.0
583,Freddie Potts,250000.0
584,Declan Rice,90000000.0
585,Pablo Fornals,22000000.0
586,Dan Chesters,250000.0
587,Lucas Paquetá,45000000.0
588,Nikola Vlašić,17000000.0
589,Manuel Lanzini,6000000.0
590,Kamarai Swyer,150000.0
591,Saïd Benrahma,25000000.0
592,Maxwel Cornet,12000000.0
593,Armstrong Oko-Flex,500000.0
594,Jarrod Bowen,38000000.0
595,Gianluca Scamacca,22000000.0
596,Michail Antonio,7000000.0
597,Divin Mubama,250000.0
598,Anthony Patterson,7000000.0
599,Alex Bass,250000.0
600,Dan Ballard,2500000.0
601,Luke O'Nien,1200000.0
602,Aji Alese,1200000.0
603,Bailey Wright,700000.0
604,Danny Batth,700000.0
605,Joe Anderson,200000.0
606,Dennis Cirkin,2200000.0
607,Trai Hume,1800000.0
608,Lynden Gooch,1200000.0
609,Niall Huggins,200000.0
610,Carl Winchester,500000.0
611,Dan Neil,4500000.0
612,Edouard Michut,2500000.0
613,Jay Matete,350000.0
614,Corry Evans,300000.0
615,Abdoullah Ba,2000000.0
616,Alex Pritchard,1800000.0
617,Elliot Embleton,1200000.0
618,Jack Clarke,12000000.0
619,Jewison Bennette,1200000.0
620,Leon Dajaku,800000.0
621,Jack Diamond,450000.0
622,Patrick Roberts,3200000.0
623,Isaac Lihadji,1200000.0
624,Joe Gelhardt,8000000.0
625,Ross Stewart,2800000.0
626,Illan Meslier,20000000.0
627,Kristoffer Klaesson,1800000.0
628,Joel Robles,1000000.0
629,Robin Koch,18000000.0
630,Pascal Struijk,18000000.0
631,Maximilian Wöber,14000000.0
632,Diego Llorente,12000000.0
633,Charlie Cresswell,5000000.0
634,Liam Cooper,3000000.0
635,Diogo Monteiro,500000.0
636,Junior Firpo,10000000.0
637,Leo Hjelde,1500000.0
638,Rasmus Kristensen,13000000.0
639,Cody Drameh,3500000.0
640,Jamie Shackleton,2000000.0
641,Luke Ayling,1800000.0
642,Tyler Adams,18000000.0
643,Marc Roca,10000000.0
644,Mateusz Klich,2000000.0
645,Weston McKennie,18000000.0
646,Darko Gyabi,3000000.0
647,Adam Forshaw,1200000.0
648,Archie Gray,200000.0
649,Alfie McCalmont,150000.0
650,Stuart Dallas,1500000.0
651,Brenden Aaronson,25000000.0
652,Sam Greenwood,5000000.0
653,Jack Harrison,22000000.0
654,Luis Sinisterra,22000000.0
655,Crysencio Summerville,15000000.0
656,Wilfried Gnonto,18000000.0
657,Sonny Perkins,1200000.0
658,Ian Poveda,900000.0
659,Tyler Roberts,3000000.0
660,Georginio Rutter,18000000.0
661,Patrick Bamford,9000000.0
662,Rodrigo,6000000.0
663,Mateo Joseph,900000.0
664,José Sá,18000000.0
665,Matija Sarkic,2000000.0
666,Daniel Bentley,2000000.0
667,Louie Moulden,200000.0
668,Jackson Smith,150000.0
669,Maximilian Kilman,30000000.0
670,Nathan Collins,22000000.0
671,Toti,6000000.0
672,Yerson Mosquera,3000000.0
673,Rayan Aït-Nouri,22000000.0
674,Hugo Bueno,6000000.0
675,Matheus Nunes,45000000.0
676,Nélson Semedo,15000000.0
677,Jonny Otto,13000000.0
678,Ki-Jana Hoever,3500000.0
679,Rúben Neves,40000000.0
680,Mario Lemina,10000000.0
681,Boubacar Traoré,5000000.0
682,Joe Hodge,2000000.0
683,João Gomes,18000000.0
684,Luke Cundle,3000000.0
685,João Moutinho,1500000.0
686,Connor Ronan,800000.0
687,Pablo Sarabia,14000000.0
688,Chem Campbell,1000000.0
689,Gonçalo Guedes,23000000.0
690,Daniel Podence,20000000.0
691,Chiquinho,2000000.0
692,Pedro Neto,28000000.0
693,Adama Traoré,10000000.0
694,Matheus Cunha,25000000.0
695,Sasa Kalajdzic,15000000.0
696,Hee-chan Hwang,12000000.0
697,Raúl Jiménez,6000000.0
698,Diego Costa,2000000.0
699,Arijanet Murić,12000000.0
700,Bailey Peacock-Farrell,1000000.0
701,Will Norris,350000.0
702,Denis Franchi,250000.0
703,Taylor Harwood-Bellis,20000000.0
704,Jordan Beyer,16000000.0
705,Hjalmar Ekdal,8000000.0
706,Ameen Al-Dakhil,6000000.0
707,CJ Egan-Riley,2500000.0
708,Luke McNally,2200000.0
709,Kevin Long,500000.0
710,Bobby Thomas,450000.0
711,Ian Maatsen,12000000.0
712,Charlie Taylor,3500000.0
713,Owen Dodgson,300000.0
714,Connor Roberts,8000000.0
715,Vitinho,4000000.0
716,Matthew Lowton,250000.0
717,Jack Cork,1000000.0
718,Josh Brownhill,18000000.0
719,Josh Cullen,13000000.0
720,Samuel Bastien,1800000.0
721,Adam Phillips,600000.0
722,Scott Twine,2800000.0
723,Marcel Lewis,150000.0
724,Anass Zaroury,12000000.0
725,Darko Churlinov,2200000.0
726,Dara Costelloe,300000.0
727,Nathan Tella,18000000.0
728,Manuel Benson,7000000.0
729,Jóhann Berg Gudmundsson,1200000.0
730,Lyle Foster,9000000.0
731,Michael Obafemi,5000000.0
732,Jay Rodríguez,1000000.0
733,Ashley Barnes,1000000.0
734,Thibaut Courtois,45000000.0
735,Andriy Lunin,5000000.0
736,Mario de Luis,500000.0
737,Luis López,300000.0
738,Lucas Cañizares,200000.0
739,Éder Militão,70000000.0
740,David Alaba,40000000.0
741,Antonio Rüdiger,32000000.0
742,Nacho Fernández,6000000.0
743,Jesús Vallejo,2000000.0
744,Marvel,1000000.0
745,Ferland Mendy,25000000.0
746,Daniel Carvajal,12000000.0
747,Lucas Vázquez,8000000.0
748,Álvaro Odriozola,5000000.0
749,Vinícius Tobias,3000000.0
750,Aurélien Tchouaméni,85000000.0
751,Mario Martín,250000.0
752,Federico Valverde,100000000.0
753,Eduardo Camavinga,85000000.0
754,Toni Kroos,15000000.0
755,Dani Ceballos,12000000.0
756,Luka Modrić,10000000.0
757,Carlos Dotor,700000.0
758,Marco Asensio,25000000.0
759,Sergio Arribas,5000000.0
760,Nico Paz,2000000.0
761,Vinicius Junior,150000000.0
762,Eden Hazard,5000000.0
763,Rodrygo,100000000.0
764,Karim Benzema,25000000.0
765,Álvaro Rodríguez,6000000.0
766,Mariano Díaz,2500000.0
767,Marc-André ter Stegen,35000000.0
768,Iñaki Peña,4000000.0
769,Arnau Tenas,2000000.0
770,Ronald Araujo,70000000.0
771,Andreas Christensen,40000000.0
772,Eric García,10000000.0
773,Marcos Alonso,5000000.0
774,Chadi Riad,500000.0
775,Alejandro Balde,50000000.0
776,Jordi Alba,5000000.0
777,Álex Valle,500000.0
778,Jules Koundé,60000000.0
779,Héctor Bellerín,8000000.0
780,Sergio Busquets,5000000.0
781,Álvaro Sanz,700000.0
782,Marc Casadó,300000.0
783,Pedri,100000000.0
784,Gavi,90000000.0
785,Frenkie de Jong,75000000.0
786,Franck Kessié,25000000.0
787,Miralem Pjanić,6000000.0
788,Sergi Roberto,5000000.0
789,Aleix Garrido,300000.0
790,Pablo Torre,3000000.0
791,Raphinha,60000000.0
792,Ansu Fati,35000000.0
793,Estanis Pedrola,500000.0
794,Ilias Akhomach,3000000.0
795,Ousmane Dembélé,60000000.0
796,Robert Lewandowski,30000000.0
797,Ferran Torres,30000000.0
798,Memphis Depay,14000000.0
799,Jan Oblak,35000000.0
800,Ivo Grbic,3500000.0
801,Alejandro Iturbe,150000.0
802,Antonio Gomis,150000.0
803,José María Giménez,35000000.0
804,Mario Hermoso,20000000.0
805,Stefan Savic,6000000.0
806,Marco Moreno,200000.0
807,Ilias Kostis,100000.0
808,Reinildo Mandava,25000000.0
809,Sergio Reguilón,10000000.0
810,Adrián Corral,50000.0
811,Marcos Llorente,35000000.0
812,Nahuel Molina,35000000.0
813,Sergio Diez,200000.0
814,Geoffrey Kondogbia,14000000.0
815,Axel Witsel,5000000.0
816,Rodrigo De Paul,40000000.0
817,Koke,16000000.0
818,Saúl Ñíguez,10000000.0
819,Pablo Barrios,5000000.0
820,Alberto Moreno,3000000.0
821,Aitor Gismera,150000.0
822,Thomas Lemar,22000000.0
823,Yannick Carrasco,25000000.0
824,Carlos Martín,500000.0
825,Diego Bri,150000.0
826,Ángel Correa,30000000.0
827,Antoine Griezmann,25000000.0
828,Álvaro Morata,20000000.0
829,Unai Simón,25000000.0
830,Julen Agirrezabala,5000000.0
831,Ibon Ispizua,100000.0
832,Ander Iru,100000.0
833,Yeray Álvarez,15000000.0
834,Dani Vivian,14000000.0
835,Iñigo Martínez,10000000.0
836,Aitor Paredes,1000000.0
